State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
New Mexico,Chaves,Presbyterian Hp,Prenatal Ob/Gyn,131,"1,992",16,0.065763052,11.80152672,9:01,2023,Comprehensive MCO
New Mexico,Chaves,Bcbs,Prenatal Ob/Gyn,238,"2,602",16,0.091468101,6.659663866,15:01,2023,Comprehensive MCO
New Mexico,Chaves,Western Sky Community Care,Prenatal Ob/Gyn,89,"1,053",11,0.084520418,9.91011236,9:01,2024,Comprehensive MCO
New Mexico,Chaves,United Healthcare,Prenatal Ob/Gyn,16,420,10,0.038095238,2.375,2:01,2024,Comprehensive MCO
New Mexico,Chaves,Presbyterian Hp,Prenatal Ob/Gyn,254,"2,679",17,0.094811497,8.507874016,15:01,2024,Comprehensive MCO
New Mexico,Chaves,Molina,Prenatal Ob/Gyn,20,527,13,0.037950664,4.95,2:01,2024,Comprehensive MCO
New Mexico,Chaves,Bcbs,Prenatal Ob/Gyn,390,"3,737",16,0.104361788,7.233333333,25:01:00,2024,Comprehensive MCO
New Mexico,Chaves,United Healthcare,Prenatal Ob/Gyn,11,337,8,0.03264095,2.454545455,2:01,2025,Comprehensive MCO
New Mexico,Chaves,Presbyterian Hp,Prenatal Ob/Gyn,108,"2,386",14,0.04526404,5.648148148,8:01,2025,Comprehensive MCO
New Mexico,Chaves,Molina,Prenatal Ob/Gyn,14,503,8,0.027833002,5.428571429,2:01,2025,Comprehensive MCO
New Mexico,Chaves,Bcbs,Prenatal Ob/Gyn,157,"3,317",13,0.047331926,4.815286624,13:01,2025,Comprehensive MCO
New Mexico,Cibola,Western Sky Community Care,Prenatal Ob/Gyn,*,*,3,0.05,13,*,2020,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,*,*,4,0.062015504,5.666666667,*,2020,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,*,*,3,0.055555556,2.9,*,2020,Comprehensive MCO
New Mexico,Cibola,Western Sky Community Care,Prenatal Ob/Gyn,*,*,3,0.038461538,3,*,2021,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,25,538,4,0.046468401,8.28,7:01,2021,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,*,*,3,0.073529412,6.6,*,2021,Comprehensive MCO
New Mexico,Cibola,Western Sky Community Care,Prenatal Ob/Gyn,*,*,4,0.055555556,5,*,2022,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,45,737,4,0.061058345,5.8,12:01,2022,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,*,*,4,0.076487252,4.259259259,*,2022,Comprehensive MCO
New Mexico,Cibola,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.063636364,11.28571429,*,2023,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,76,"1,062",2,0.071563089,7.565789474,38:01:00,2023,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,*,*,2,0.054989817,5.259259259,*,2023,Comprehensive MCO
New Mexico,Cibola,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.106796117,7.181818182,*,2024,Comprehensive MCO
New Mexico,Cibola,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.056603774,1.333333333,*,2024,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,116,"1,421",3,0.081632653,6.129310345,39:01:00,2024,Comprehensive MCO
New Mexico,Cibola,Molina,Prenatal Ob/Gyn,*,*,2,0.057142857,2.75,*,2024,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,50,657,3,0.076103501,7.48,17:01,2024,Comprehensive MCO
New Mexico,Cibola,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.017241379,3,*,2025,Comprehensive MCO
New Mexico,Cibola,Presbyterian Hp,Prenatal Ob/Gyn,28,"1,339",1,0.020911128,5.142857143,28:01:00,2025,Comprehensive MCO
New Mexico,Cibola,Molina,Prenatal Ob/Gyn,*,*,1,0.042253521,1,*,2025,Comprehensive MCO
New Mexico,Cibola,Bcbs,Prenatal Ob/Gyn,*,*,1,0.033898305,4.45,*,2025,Comprehensive MCO
New Mexico,Colfax,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.093023256,5.5,*,2020,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,23,253,2,0.090909091,7.956521739,12:01,2020,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,*,*,2,0.083333333,6.076923077,*,2020,Comprehensive MCO
New Mexico,Colfax,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.08,5.75,*,2021,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,27,303,2,0.089108911,6.111111111,14:01,2021,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,*,*,2,0.066985646,3.285714286,*,2021,Comprehensive MCO
New Mexico,Colfax,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.107692308,6.142857143,*,2022,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,31,384,2,0.080729167,5.387096774,16:01,2022,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,*,*,2,0.06557377,3.5625,*,2022,Comprehensive MCO
New Mexico,Colfax,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.087378641,3.777777778,*,2023,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.062745098,3.125,*,2023,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,35,356,2,0.098314607,5.457142857,18:01,2023,Comprehensive MCO
New Mexico,Colfax,Western Sky Community Care,Prenatal Ob/Gyn,*,*,1,0.018518519,4,*,2024,Comprehensive MCO
New Mexico,Colfax,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.040816327,2,*,2024,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,53,643,2,0.082426128,4.264150943,27:01:00,2024,Comprehensive MCO
New Mexico,Colfax,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,42,472,2,0.088983051,4.761904762,21:01,2024,Comprehensive MCO
New Mexico,Colfax,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.022727273,2,*,2025,Comprehensive MCO
New Mexico,Colfax,Presbyterian Hp,Prenatal Ob/Gyn,15,538,1,0.027881041,2.8,15:01,2025,Comprehensive MCO
New Mexico,Colfax,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Colfax,Bcbs,Prenatal Ob/Gyn,13,423,1,0.030732861,3.153846154,13:01,2025,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,97,889,7,0.109111361,3.824742268,14:01,2020,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,62,927,7,0.066882416,7.14516129,9:01,2020,Comprehensive MCO
New Mexico,Curry,Western Sky Community Care,Prenatal Ob/Gyn,21,243,7,0.086419753,4.714285714,3:01,2020,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,97,"1,208",5,0.080298013,6.855670103,20:01,2021,Comprehensive MCO
New Mexico,Curry,Western Sky Community Care,Prenatal Ob/Gyn,25,326,5,0.076687117,6.04,5:01,2021,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,100,"1,145",6,0.087336245,4.28,17:01,2021,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,107,"1,518",10,0.070487484,4.943925234,11:01,2022,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,84,"1,581",10,0.05313093,7.071428571,9:01,2022,Comprehensive MCO
New Mexico,Curry,Western Sky Community Care,Prenatal Ob/Gyn,32,453,10,0.070640177,8.375,4:01,2022,Comprehensive MCO
New Mexico,Curry,Western Sky Community Care,Prenatal Ob/Gyn,52,708,16,0.073446328,9.692307692,4:01,2023,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,145,"2,151",16,0.067410507,7.372413793,10:01,2023,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,148,"2,040",16,0.07254902,5.297297297,10:01,2023,Comprehensive MCO
New Mexico,Curry,United Healthcare,Prenatal Ob/Gyn,*,*,8,0.032520325,4.75,*,2024,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,248,"2,923",12,0.084844338,6.278225806,21:01,2024,Comprehensive MCO
New Mexico,Curry,Western Sky Community Care,Prenatal Ob/Gyn,45,847,10,0.053128689,11.2,5:01,2024,Comprehensive MCO
New Mexico,Curry,Molina,Prenatal Ob/Gyn,11,431,8,0.025522042,3.636363636,2:01,2024,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,254,"2,875",12,0.088347826,5.468503937,22:01,2024,Comprehensive MCO
New Mexico,Curry,Presbyterian Hp,Prenatal Ob/Gyn,*,*,7,0.030210325,2.772151899,*,2025,Comprehensive MCO
New Mexico,Curry,United Healthcare,Prenatal Ob/Gyn,*,*,6,0.02,1.285714286,*,2025,Comprehensive MCO
New Mexico,Curry,Bcbs,Prenatal Ob/Gyn,90,"2,591",7,0.034735623,3.233333333,13:01,2025,Comprehensive MCO
New Mexico,Curry,Molina,Prenatal Ob/Gyn,*,*,5,0.02278481,2.333333333,*,2025,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
New Mexico,De Baca,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.090909091,4.5,*,2020,Comprehensive MCO
New Mexico,De Baca,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0.071428571,2,*,2021,Comprehensive MCO
New Mexico,De Baca,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.142857143,10.66666667,*,2022,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0.0625,6,*,2022,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.092592593,4.6,*,2023,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0.047619048,14,*,2023,Comprehensive MCO
New Mexico,De Baca,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.059701493,7,*,2024,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0.035714286,6,*,2024,Comprehensive MCO
New Mexico,De Baca,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,De Baca,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,De Baca,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,De Baca,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,De Baca,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,De Baca,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,De Baca,Bcbs,Prenatal Ob/Gyn,*,*,0,0.130434783,7,*,2025,Comprehensive MCO
New Mexico,Dona Ana,Western Sky Community Care,Prenatal Ob/Gyn,113,"1,532",31,0.073759791,8.371681416,4:01,2020,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,367,"4,916",35,0.07465419,7.04359673,11:01,2020,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,364,"4,264",35,0.085365854,7.593406593,11:01,2020,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,482,"5,537",43,0.08705075,8.580912863,12:01,2021,Comprehensive MCO
New Mexico,Dona Ana,Western Sky Community Care,Prenatal Ob/Gyn,144,"1,979",42,0.072764022,9.076388889,4:01,2021,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,448,"6,117",45,0.073238516,9.678571429,10:01,2021,Comprehensive MCO
New Mexico,Dona Ana,Western Sky Community Care,Prenatal Ob/Gyn,190,"2,646",46,0.0718065,13.10526316,5:01,2022,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,585,"7,604",49,0.076933193,11.53504274,12:01,2022,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,605,"7,006",47,0.086354553,10.49256198,13:01,2022,Comprehensive MCO
New Mexico,Dona Ana,Western Sky Community Care,Prenatal Ob/Gyn,269,"3,641",44,0.073880802,15.79182156,7:01,2023,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,734,"9,385",47,0.078209909,14.92779292,16:01,2023,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,677,"8,988",46,0.075322652,15.05169867,15:01,2023,Comprehensive MCO
New Mexico,Dona Ana,Western Sky Community Care,Prenatal Ob/Gyn,287,"4,121",34,0.06964329,10.8466899,9:01,2024,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,1078,"12,245",41,0.088035933,13.61038961,27:01:00,2024,Comprehensive MCO
New Mexico,Dona Ana,United Healthcare,Prenatal Ob/Gyn,63,"1,567",35,0.040204212,4.507936508,2:01,2024,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,1074,"12,129",42,0.088548108,13.83798883,26:01:00,2024,Comprehensive MCO
New Mexico,Dona Ana,Molina,Prenatal Ob/Gyn,76,"2,109",28,0.036036036,10.18421053,3:01,2024,Comprehensive MCO
New Mexico,Dona Ana,Presbyterian Hp,Prenatal Ob/Gyn,509,"10,810",25,0.047086031,5.695481336,21:01,2025,Comprehensive MCO
New Mexico,Dona Ana,United Healthcare,Prenatal Ob/Gyn,35,"1,384",15,0.025289017,3,3:01,2025,Comprehensive MCO
New Mexico,Dona Ana,Bcbs,Prenatal Ob/Gyn,472,"10,625",27,0.044423529,6.141949153,18:01,2025,Comprehensive MCO
New Mexico,Dona Ana,Molina,Prenatal Ob/Gyn,57,"1,847",19,0.030860855,5.070175439,3:01,2025,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,115,932,5,0.123390558,5.095652174,23:01,2020,Comprehensive MCO
New Mexico,Eddy,Western Sky Community Care,Prenatal Ob/Gyn,27,314,4,0.085987261,4.185185185,7:01,2020,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,70,741,4,0.094466937,4.4,18:01,2020,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,136,"1,231",13,0.110479285,8.551470588,11:01,2021,Comprehensive MCO
New Mexico,Eddy,Western Sky Community Care,Prenatal Ob/Gyn,39,390,12,0.1,12.79487179,4:01,2021,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,66,920,12,0.07173913,9.257575758,6:01,2021,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,163,"1,550",10,0.10516129,9.503067485,17:01,2022,Comprehensive MCO
New Mexico,Eddy,Western Sky Community Care,Prenatal Ob/Gyn,67,548,8,0.122262774,14.20895522,9:01,2022,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,101,"1,177",10,0.085811385,10.62376238,11:01,2022,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,209,"2,106",14,0.099240266,7.784688995,15:01,2023,Comprehensive MCO
New Mexico,Eddy,Western Sky Community Care,Prenatal Ob/Gyn,82,813,13,0.100861009,8.890243902,7:01,2023,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,161,"1,636",14,0.098410758,13.67701863,12:01,2023,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,362,"2,984",7,0.121313673,9.419889503,52:01:00,2024,Comprehensive MCO
New Mexico,Eddy,Western Sky Community Care,Prenatal Ob/Gyn,94,"1,006",6,0.093439364,7.957446809,16:01,2024,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,224,"2,121",7,0.105610561,14.20982143,32:01:00,2024,Comprehensive MCO
New Mexico,Eddy,United Healthcare,Prenatal Ob/Gyn,31,425,7,0.072941176,3.709677419,5:01,2024,Comprehensive MCO
New Mexico,Eddy,Molina,Prenatal Ob/Gyn,40,494,7,0.08097166,12.125,6:01,2024,Comprehensive MCO
New Mexico,Eddy,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.015748031,1.833333333,*,2025,Comprehensive MCO
New Mexico,Eddy,Molina,Prenatal Ob/Gyn,*,*,5,0.067567568,10.66666667,*,2025,Comprehensive MCO
New Mexico,Eddy,Presbyterian Hp,Prenatal Ob/Gyn,111,"1,787",5,0.062115277,5.81981982,23:01,2025,Comprehensive MCO
New Mexico,Eddy,Bcbs,Prenatal Ob/Gyn,140,"2,680",5,0.052238806,3.628571429,28:01:00,2025,Comprehensive MCO
New Mexico,Grant,Western Sky Community Care,Prenatal Ob/Gyn,*,*,6,0.093457944,13.7,*,2020,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,*,*,6,0.06442577,4.782608696,*,2020,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,40,476,6,0.084033613,4.15,7:01,2020,Comprehensive MCO
New Mexico,Grant,Western Sky Community Care,Prenatal Ob/Gyn,*,*,6,0.048275862,4.142857143,*,2021,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,*,*,7,0.055803571,4.88,*,2021,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,39,639,7,0.061032864,3.41025641,6:01,2021,Comprehensive MCO
New Mexico,Grant,Western Sky Community Care,Prenatal Ob/Gyn,16,187,5,0.085561497,11.625,4:01,2022,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,27,556,6,0.048561151,6.259259259,5:01,2022,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,43,830,6,0.051807229,3.488372093,8:01,2022,Comprehensive MCO
New Mexico,Grant,Western Sky Community Care,Prenatal Ob/Gyn,27,258,6,0.104651163,11.25925926,5:01,2023,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,44,680,6,0.064705882,3.977272727,8:01,2023,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,59,"1,029",6,0.057337221,3.389830508,10:01,2023,Comprehensive MCO
New Mexico,Grant,Western Sky Community Care,Prenatal Ob/Gyn,24,318,7,0.075471698,8.166666667,4:01,2024,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,90,908,7,0.099118943,4.666666667,13:01,2024,Comprehensive MCO
New Mexico,Grant,United Healthcare,Prenatal Ob/Gyn,*,*,6,0.06122449,3.777777778,*,2024,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,95,"1,355",7,0.070110701,4.726315789,14:01,2024,Comprehensive MCO
New Mexico,Grant,Molina,Prenatal Ob/Gyn,*,*,6,0.078431373,3.416666667,*,2024,Comprehensive MCO
New Mexico,Grant,Presbyterian Hp,Prenatal Ob/Gyn,*,*,4,0.022836538,2,*,2025,Comprehensive MCO
New Mexico,Grant,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.02027027,1.333333333,*,2025,Comprehensive MCO
New Mexico,Grant,Molina,Prenatal Ob/Gyn,*,*,2,0.01910828,1.333333333,*,2025,Comprehensive MCO
New Mexico,Grant,Bcbs,Prenatal Ob/Gyn,30,"1,205",4,0.024896266,3.3,8:01,2025,Comprehensive MCO
New Mexico,Guadalupe,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.066666667,1,*,2020,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.142857143,12.23076923,*,2020,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.016129032,4,*,2020,Comprehensive MCO
New Mexico,Guadalupe,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.045454545,6,*,2021,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.037037037,14.25,*,2021,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.065789474,5.2,*,2021,Comprehensive MCO
New Mexico,Guadalupe,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.129032258,6.75,*,2022,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.089041096,10.53846154,*,2022,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.081395349,7.142857143,*,2022,Comprehensive MCO
New Mexico,Guadalupe,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.12962963,8.142857143,*,2023,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.078431373,12.3125,*,2023,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.066666667,6.625,*,2023,Comprehensive MCO
New Mexico,Guadalupe,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.090909091,10.5,*,2024,Comprehensive MCO
New Mexico,Guadalupe,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.09375,5,*,2024,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,20,299,0,0.066889632,6.85,0,2024,Comprehensive MCO
New Mexico,Guadalupe,Molina,Prenatal Ob/Gyn,*,*,0,0.03125,3,*,2024,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.081761006,6.384615385,*,2024,Comprehensive MCO
New Mexico,Guadalupe,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Guadalupe,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.03202847,3.666666667,*,2025,Comprehensive MCO
New Mexico,Guadalupe,Molina,Prenatal Ob/Gyn,*,*,0,0.028571429,5,*,2025,Comprehensive MCO
New Mexico,Guadalupe,Bcbs,Prenatal Ob/Gyn,*,*,0,0.027027027,3.75,*,2025,Comprehensive MCO
New Mexico,Harding,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
New Mexico,Harding,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,Harding,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,Harding,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,Harding,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,Harding,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,Harding,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,Harding,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
New Mexico,Harding,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
New Mexico,Harding,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
New Mexico,Harding,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Harding,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Harding,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Harding,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Harding,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Hidalgo,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.133333333,2.5,*,2020,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.03030303,3.5,*,2020,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.092105263,3.428571429,*,2020,Comprehensive MCO
New Mexico,Hidalgo,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.095238095,8.5,*,2021,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.108108108,7.75,*,2021,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.084210526,2,*,2021,Comprehensive MCO
New Mexico,Hidalgo,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.137931034,10,*,2022,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.086956522,7.125,*,2022,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.088495575,5.7,*,2022,Comprehensive MCO
New Mexico,Hidalgo,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.127659574,11.66666667,*,2023,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.061403509,3.142857143,*,2023,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.095238095,4.571428571,*,2023,Comprehensive MCO
New Mexico,Hidalgo,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.071428571,4,*,2024,Comprehensive MCO
New Mexico,Hidalgo,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.064285714,5.222222222,*,2024,Comprehensive MCO
New Mexico,Hidalgo,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.06547619,7.909090909,*,2024,Comprehensive MCO
